Plot,Area_m2,Border_length,Lenght,Width,Border Index,GSCI,PFD,FD,FDI,Asymmetry,Elliptic_Fit,Density,Radius_of_largest enclosed ellipse,Rectangular fit,LengthWidt,Radius_of_smallest enclosed ellipse,Shape_index,Compactnes,Roundness,Number_of_pixel
37,0.70,9.60,10.24,46.73,0.08,3.24,-12.68,-4.91,-5.59,0.50,0.46,1.59,1.41,0.71,1.50,0.43,2.87,2.31,0.98,70.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
37,0.04,1.00,2.64,2.29,0.10,1.41,0.00,0.86,0.79,0.61,1.00,1.02,1.00,0.77,1.74,1.00,1.25,1.49,0.00,4.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,1.25,14.40,17.39,51.65,0.10,3.63,23.91,11.48,12.56,0.78,0.00,1.11,2.10,0.47,2.42,0.07,3.22,3.45,2.03,125.00
37,0.31,4.60,8.63,12.92,0.11,2.33,-2.61,-0.24,-0.44,0.79,0.48,1.28,1.24,0.68,2.40,0.28,2.07,1.94,0.96,31.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.10,1.60,4.08,6.00,0.08,1.43,-0.41,0.80,0.69,0.57,0.60,1.26,1.23,0.74,1.67,0.61,1.26,1.50,0.62,10.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.14,1.80,4.18,11.20,0.06,1.36,-0.60,0.81,0.69,0.21,1.00,1.45,1.00,0.81,1.25,0.91,1.20,1.43,0.09,14.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.81,7.40,13.47,36.16,0.07,2.32,-19.00,-5.84,-6.99,0.77,0.51,1.45,1.45,0.76,2.24,0.48,2.06,1.80,0.97,81.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.04,1.00,4.00,1.00,0.10,1.41,0.00,0.86,0.79,0.88,1.00,0.91,1.00,1.00,4.00,1.00,1.25,1.00,0.00,4.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.07,1.20,2.65,7.00,0.06,1.28,-0.14,0.91,0.81,0.31,0.71,1.22,1.04,0.83,1.00,0.87,1.13,1.29,0.17,7.00
37,3.18,19.40,20.47,241.29,0.04,3.07,5.13,2.73,2.94,0.49,0.37,1.72,1.63,0.71,1.32,0.35,2.72,2.41,1.28,318.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.04,1.00,2.64,2.29,0.10,1.41,0.00,0.86,0.79,0.61,1.00,1.02,1.00,0.77,1.74,1.00,1.25,1.49,0.00,4.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.61,6.60,15.54,15.41,0.11,2.38,-7.64,-2.03,-2.51,0.91,0.57,1.20,1.40,0.75,3.96,0.48,2.11,2.02,0.91,61.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.14,2.00,3.74,14.00,0.06,1.51,-0.71,0.71,0.58,0.61,0.57,1.32,1.53,0.73,1.00,0.68,1.34,1.79,0.85,14.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.04,1.00,2.45,2.67,0.10,1.41,0.00,0.86,0.79,0.37,1.00,1.04,1.00,0.75,1.50,1.00,1.25,1.50,0.00,4.00
37,1.94,9.40,17.37,124.70,0.03,1.90,6.76,2.58,2.94,0.41,0.67,1.89,1.35,0.85,1.56,0.60,1.69,1.62,0.75,194.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.08,1.80,4.07,3.86,0.11,1.80,-0.47,0.63,0.54,0.71,0.25,1.05,1.19,0.62,2.07,0.76,1.59,2.24,0.43,8.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
37,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,1.58,11.80,19.28,67.18,0.07,2.65,10.79,4.73,5.26,0.79,0.29,1.36,1.75,0.67,2.35,0.16,2.35,2.28,1.60,158.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.52,4.80,7.94,42.89,0.05,1.88,-4.80,-0.56,-0.93,0.23,0.54,1.64,1.37,0.74,1.21,0.38,1.66,2.02,0.99,52.00
38,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.13,1.60,3.61,13.00,0.05,1.25,-0.46,0.90,0.78,0.36,0.69,1.42,1.07,0.85,1.00,0.84,1.11,1.23,0.23,13.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.21,2.40,5.97,12.37,0.07,1.48,-1.12,0.65,0.50,0.51,0.81,1.48,1.18,0.86,1.70,0.91,1.31,1.50,0.27,21.00
38,0.06,1.40,3.58,2.81,0.11,1.61,-0.24,0.75,0.66,0.73,0.67,1.04,1.04,0.75,2.13,0.81,1.43,1.66,0.23,6.00
38,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
38,0.17,2.60,5.15,10.91,0.08,1.78,-1.08,0.49,0.35,0.46,0.53,1.37,1.21,0.75,1.56,0.57,1.58,1.85,0.64,17.00
38,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.58,5.20,9.33,38.67,0.05,1.93,-6.05,-0.96,-1.41,0.54,0.48,1.63,1.41,0.76,1.50,0.72,1.71,1.66,0.69,58.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
38,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
38,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
38,0.10,1.80,3.54,8.00,0.08,1.61,-0.51,0.69,0.59,0.42,0.60,1.19,1.41,0.71,1.25,0.64,1.42,2.00,0.77,10.00
38,0.32,3.40,7.77,16.94,0.07,1.70,-2.15,0.29,0.07,0.64,0.69,1.50,1.34,0.81,1.89,0.72,1.50,1.55,0.62,32.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,4.41,27.20,27.38,259.41,0.05,3.65,4.45,2.58,2.75,0.71,0.00,1.23,1.97,0.40,1.70,0.12,3.24,3.47,1.85,441.00
38,0.09,1.40,4.74,3.60,0.08,1.32,-0.28,0.87,0.77,0.70,1.00,1.22,1.00,0.91,2.50,0.98,1.17,1.11,0.02,9.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.19,2.80,6.27,9.17,0.09,1.81,-1.24,0.43,0.28,0.76,0.37,1.20,1.40,0.65,2.07,0.53,1.61,2.08,0.87,19.00
38,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
38,0.07,1.20,2.65,7.00,0.06,1.28,-0.14,0.91,0.81,0.31,0.71,1.22,1.04,0.83,1.00,0.87,1.13,1.29,0.17,7.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.12,2.00,5.68,4.47,0.10,1.63,-0.65,0.65,0.54,0.80,1.00,1.18,1.00,0.84,2.69,0.69,1.44,1.37,0.31,12.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.08,1.60,3.77,4.50,0.10,1.60,-0.37,0.73,0.63,0.63,0.50,1.13,1.15,0.70,1.78,0.91,1.41,1.82,0.25,8.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
38,0.04,1.00,4.00,1.00,0.10,1.41,0.00,0.86,0.79,0.88,1.00,0.91,1.00,1.00,4.00,1.00,1.25,1.00,0.00,4.00
38,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.04,1.00,2.64,2.29,0.10,1.41,0.00,0.86,0.79,0.61,1.00,1.02,1.00,0.77,1.74,1.00,1.25,1.49,0.00,4.00
38,0.06,1.20,2.45,6.00,0.07,1.38,-0.13,0.86,0.77,0.53,0.67,1.14,1.11,0.73,1.00,0.84,1.22,1.50,0.27,6.00
38,1.62,15.40,20.37,63.25,0.09,3.41,11.34,5.59,6.09,0.79,0.25,1.29,1.67,0.64,2.56,0.08,3.02,2.67,1.59,162.00
38,7.64,33.60,29.02,692.93,0.02,3.43,3.46,2.09,2.21,0.03,0.59,2.01,1.65,0.76,1.10,0.03,3.04,2.20,1.62,764.00
38,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
38,0.06,1.40,3.81,2.49,0.11,1.61,-0.24,0.75,0.66,0.78,1.00,1.05,1.00,0.81,2.41,1.00,1.43,1.45,0.00,6.00
38,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
38,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.05,1.00,2.74,3.33,0.08,1.26,0.00,0.93,0.84,0.42,1.00,1.13,1.00,0.86,1.50,0.97,1.12,1.20,0.03,5.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.11,1.60,4.28,6.60,0.07,1.36,-0.43,0.83,0.72,0.44,0.82,1.33,1.05,0.80,1.67,0.94,1.21,1.36,0.11,11.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.07,1.40,3.06,5.25,0.08,1.49,-0.25,0.79,0.70,0.43,0.43,1.15,1.17,0.73,1.33,0.88,1.32,1.71,0.28,7.00
38,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
38,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
38,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
38,0.12,2.40,3.87,9.60,0.09,1.95,-0.83,0.48,0.37,0.35,0.33,1.21,1.19,0.59,1.25,0.15,1.73,1.67,1.04,12.00
38,0.30,3.20,8.09,13.74,0.07,1.65,-1.93,0.37,0.17,0.75,0.53,1.38,1.24,0.77,2.18,0.64,1.46,1.79,0.59,30.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.22,2.40,5.72,14.81,0.06,1.44,-1.16,0.67,0.52,0.44,0.82,1.52,1.20,0.84,1.49,0.92,1.28,1.59,0.28,22.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.11,1.80,4.58,5.78,0.09,1.53,-0.53,0.72,0.61,0.63,0.82,1.24,1.16,0.76,1.90,0.68,1.36,1.69,0.48,11.00
38,14.60,54.20,40.89,1274.60,0.02,4.00,2.98,1.94,2.03,0.47,0.41,1.89,1.84,0.73,1.15,0.58,3.55,2.37,1.25,1460.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.08,1.40,3.27,6.00,0.08,1.40,-0.27,0.83,0.74,0.44,1.00,1.25,1.00,0.80,1.33,0.93,1.24,1.50,0.07,8.00
38,0.18,3.00,4.86,13.75,0.08,1.99,-1.28,0.34,0.19,0.56,0.22,1.27,1.52,0.63,1.31,0.66,1.77,2.16,0.86,18.00
38,0.05,1.20,5.00,1.00,0.10,1.51,-0.12,0.80,0.72,0.92,1.00,0.90,1.00,1.00,5.00,1.00,1.34,1.00,0.00,5.00
38,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
38,0.03,0.80,3.00,1.00,0.10,1.30,0.13,0.92,0.85,0.80,1.00,0.91,1.00,1.00,3.00,1.00,1.15,1.00,0.00,3.00
38,0.29,3.40,6.60,19.33,0.07,1.78,-1.98,0.26,0.07,0.56,0.38,1.44,1.38,0.66,1.50,0.47,1.58,1.86,0.92,29.00
38,0.04,1.00,2.64,2.29,0.10,1.41,0.00,0.86,0.79,0.61,1.00,1.02,1.00,0.77,1.74,1.00,1.25,1.49,0.00,4.00
38,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
38,1.93,18.60,16.57,135.73,0.06,3.78,8.89,4.67,5.04,0.32,0.41,1.71,1.54,0.70,1.42,0.14,3.35,2.40,1.40,193.00
38,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
38,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
38,0.03,0.80,1.73,3.00,0.08,1.30,0.13,0.92,0.85,0.37,1.00,0.97,1.00,0.80,1.00,0.96,1.15,1.33,0.04,3.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.91,9.20,9.90,84.50,0.05,2.72,-47.06,-17.66,-20.22,0.22,0.32,1.63,1.40,0.64,1.08,0.09,2.41,2.00,1.31,91.00
38,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.02,0.60,2.00,1.00,0.10,1.20,0.26,0.97,0.91,0.60,1.00,0.86,1.00,1.00,2.00,1.00,1.06,1.00,0.00,2.00
38,0.01,0.40,1.00,1.00,0.10,1.13,0.40,1.00,0.95,0.01,1.00,0.71,1.00,1.00,1.00,1.00,1.00,1.00,0.00,1.00
38,0.13,2.40,3.61,13.00,0.07,1.88,-0.86,0.50,0.38,0.33,0.23,1.28,1.31,0.67,1.00,0.08,1.66,1.92,1.23,13.00
38,0.13,2.00,3.72,12.21,0.06,1.56,-0.68,0.68,0.56,0.11,0.69,1.36,1.29,0.80,1.06,0.70,1.39,1.62,0.59,13.00
38,0.09,1.40,3.46,6.75,0.07,1.32,-0.28,0.87,0.77,0.17,0.78,1.31,1.00,0.84,1.33,0.87,1.17,1.33,0.14,9.00
38,0.04,0.80,2.00,4.00,0.07,1.13,0.14,1.00,0.92,0.00,1.00,1.10,1.00,1.00,1.00,1.00,1.00,1.00,0.00,4.00
